"ID_VIV","FOLIO","VIV_SEL","DISTRITO","ENT","MUN","UPM","P1_1","P1_2","P1_3","ESTRATO","FACTOR","UPM_DIS","EST_DIS","TLOC"
1,"00101","01","001","09","015","0917747","01","1",NA,2,111,"00001","0010",1
2,"00101","02","001","09","015","0917747","04","1",NA,2,111,"00001","0010",1
3,"00101","03","001","09","015","0917747","02","1",NA,2,111,"00001","0010",1
4,"00101","04","001","09","015","0917747","07","1",NA,2,111,"00001","0010",1
5,"00101","05","001","09","015","0917747","05","1",NA,2,111,"00001","0010",1
6,"00102","01","001","09","015","0917753","04","1",NA,3,110,"00002","0020",1
7,"00102","03","001","09","015","0917753","02","1",NA,3,110,"00002","0020",1
8,"00102","04","001","09","015","0917753","02","1",NA,3,110,"00002","0020",1
9,"00102","05","001","09","015","0917753","04","1",NA,3,110,"00002","0020",1
10,"00103","02","001","09","015","0917778","02","1",NA,3,115,"00003","0020",1
11,"00103","03","001","09","015","0917778","01","1",NA,3,115,"00003","0020",1
12,"00103","05","001","09","015","0917778","01","1",NA,3,115,"00003","0020",1
13,"00104","01","001","09","015","0917780","02","1",NA,3,120,"00004","0020",1
14,"00104","02","001","09","015","0917780","02","1",NA,3,120,"00004","0020",1
15,"00104","03","001","09","015","0917780","02","1",NA,3,120,"00004","0020",1
16,"00104","04","001","09","015","0917780","02","1",NA,3,120,"00004","0020",1
17,"00104","05","001","09","015","0917780","02","1",NA,3,120,"00004","0020",1
18,"00105","01","001","09","015","0917780","04","1",NA,3,132,"00005","0020",1
19,"00105","02","001","09","015","0917780","03","1",NA,3,132,"00005","0020",1
20,"00105","04","001","09","015","0917780","04","2","02",3,132,"00005","0020",1
21,"00105","05","001","09","015","0917780","04","1",NA,3,132,"00005","0020",1
22,"00106","03","001","09","015","0917800","02","1",NA,2,95,"00006","0010",1
23,"00106","05","001","09","015","0917800","05","1",NA,2,95,"00006","0010",1
24,"00107","01","001","09","015","0917803","02","1",NA,2,104,"00007","0010",1
25,"00107","02","001","09","015","0917803","01","1",NA,2,104,"00007","0010",1
26,"00107","03","001","09","015","0917803","01","1",NA,2,104,"00007","0010",1
27,"00107","04","001","09","015","0917803","03","1",NA,2,104,"00007","0010",1
28,"00107","05","001","09","015","0917803","01","1",NA,2,104,"00007","0010",1
29,"00108","01","001","09","015","0917815","02","1",NA,2,47,"00008","0010",1
30,"00108","02","001","09","015","0917815","06","1",NA,2,47,"00008","0010",1
31,"00108","03","001","09","015","0917815","02","1",NA,2,47,"00008","0010",1
32,"00108","04","001","09","015","0917815","05","1",NA,2,47,"00008","0010",1
33,"00108","05","001","09","015","0917815","02","1",NA,2,47,"00008","0010",1
34,"00108","06","001","09","015","0917815","03","1",NA,2,47,"00008","0010",1
35,"00108","07","001","09","015","0917815","02","1",NA,2,47,"00008","0010",1
36,"00108","08","001","09","015","0917815","04","1",NA,2,47,"00008","0010",1
37,"00108","09","001","09","015","0917815","03","1",NA,2,47,"00008","0010",1
38,"00108","10","001","09","015","0917815","03","1",NA,2,47,"00008","0010",1
39,"00109","02","001","09","015","0917819","02","1",NA,2,98,"00009","0010",1
40,"00109","04","001","09","015","0917819","02","1",NA,2,98,"00009","0010",1
41,"00109","05","001","09","015","0917819","04","1",NA,2,98,"00009","0010",1
42,"00110","01","001","09","015","0917821","01","1",NA,2,53,"00010","0010",1
43,"00110","02","001","09","015","0917821","02","1",NA,2,53,"00010","0010",1
44,"00110","04","001","09","015","0917821","05","1",NA,2,53,"00010","0010",1
45,"00110","05","001","09","015","0917821","02","1",NA,2,53,"00010","0010",1
46,"00110","06","001","09","015","0917821","04","1",NA,2,53,"00010","0010",1
47,"00110","07","001","09","015","0917821","04","1",NA,2,53,"00010","0010",1
48,"00110","08","001","09","015","0917821","03","1",NA,2,53,"00010","0010",1
49,"00110","09","001","09","015","0917821","01","1",NA,2,53,"00010","0010",1
50,"00110","10","001","09","015","0917821","01","1",NA,2,53,"00010","0010",1
51,"00111","01","001","09","015","0917824","02","1",NA,2,115,"00011","0010",1
52,"00111","02","001","09","015","0917824","03","1",NA,2,115,"00011","0010",1
53,"00111","03","001","09","015","0917824","02","1",NA,2,115,"00011","0010",1
54,"00111","04","001","09","015","0917824","03","1",NA,2,115,"00011","0010",1
55,"00111","05","001","09","015","0917824","03","1",NA,2,115,"00011","0010",1
56,"00112","01","001","09","015","0917828","01","1",NA,3,139,"00012","0020",1
57,"00112","02","001","09","015","0917828","04","1",NA,3,139,"00012","0020",1
58,"00112","03","001","09","015","0917828","04","1",NA,3,139,"00012","0020",1
59,"00112","04","001","09","015","0917828","03","1",NA,3,139,"00012","0020",1
60,"00112","05","001","09","015","0917828","04","1",NA,3,139,"00012","0020",1
61,"00113","03","001","09","015","0917830","01","1",NA,2,92,"00013","0010",1
62,"00113","04","001","09","015","0917830","01","1",NA,2,92,"00013","0010",1
63,"00113","05","001","09","015","0917830","04","1",NA,2,92,"00013","0010",1
64,"00114","03","001","09","015","0917830","05","1",NA,2,59,"00014","0010",1
65,"00114","05","001","09","015","0917830","04","1",NA,2,59,"00014","0010",1
66,"00114","08","001","09","015","0917830","04","1",NA,2,59,"00014","0010",1
67,"00114","09","001","09","015","0917830","04","1",NA,2,59,"00014","0010",1
68,"00114","10","001","09","015","0917830","03","1",NA,2,59,"00014","0010",1
69,"00115","01","001","09","015","0917833","04","1",NA,2,79,"00015","0010",1
70,"00115","02","001","09","015","0917833","02","1",NA,2,79,"00015","0010",1
71,"00115","03","001","09","015","0917833","03","1",NA,2,79,"00015","0010",1
72,"00115","05","001","09","015","0917833","02","1",NA,2,79,"00015","0010",1
73,"00115","06","001","09","015","0917833","02","1",NA,2,79,"00015","0010",1
74,"00115","07","001","09","015","0917833","01","1",NA,2,79,"00015","0010",1
75,"00116","01","001","09","015","0917834","02","1",NA,2,88,"00016","0010",1
76,"00116","04","001","09","015","0917834","05","1",NA,2,88,"00016","0010",1
77,"00117","01","001","09","015","0917836","01","1",NA,2,114,"00017","0010",1
78,"00117","02","001","09","015","0917836","02","1",NA,2,114,"00017","0010",1
79,"00117","03","001","09","015","0917836","04","1",NA,2,114,"00017","0010",1
80,"00117","04","001","09","015","0917836","04","1",NA,2,114,"00017","0010",1
81,"00117","05","001","09","015","0917836","06","1",NA,2,114,"00017","0010",1
82,"00118","01","001","09","015","0917904","02","1",NA,3,30,"00018","0020",1
83,"00118","03","001","09","015","0917904","02","1",NA,3,30,"00018","0020",1
84,"00118","04","001","09","015","0917904","02","1",NA,3,30,"00018","0020",1
85,"00118","05","001","09","015","0917904","05","1",NA,3,30,"00018","0020",1
86,"00119","02","001","09","015","0917909","01","1",NA,2,89,"00019","0010",1
87,"00119","03","001","09","015","0917909","02","1",NA,2,89,"00019","0010",1
88,"00119","04","001","09","015","0917909","03","1",NA,2,89,"00019","0010",1
89,"00120","01","001","09","015","0917911","07","1",NA,2,113,"00020","0010",1
90,"00120","02","001","09","015","0917911","02","1",NA,2,113,"00020","0010",1
91,"00120","03","001","09","015","0917911","02","1",NA,2,113,"00020","0010",1
92,"00120","04","001","09","015","0917911","02","1",NA,2,113,"00020","0010",1
93,"00120","05","001","09","015","0917911","02","1",NA,2,113,"00020","0010",1
94,"00122","01","001","09","015","0917915","01","1",NA,2,48,"00022","0010",1
95,"00122","02","001","09","015","0917915","02","1",NA,2,48,"00022","0010",1
96,"00122","03","001","09","015","0917915","02","1",NA,2,48,"00022","0010",1
97,"00122","04","001","09","015","0917915","02","1",NA,2,48,"00022","0010",1
98,"00122","05","001","09","015","0917915","05","1",NA,2,48,"00022","0010",1
99,"00122","06","001","09","015","0917915","02","1",NA,2,48,"00022","0010",1
100,"00122","07","001","09","015","0917915","05","1",NA,2,48,"00022","0010",1
101,"00122","08","001","09","015","0917915","03","1",NA,2,48,"00022","0010",1
102,"00122","09","001","09","015","0917915","02","1",NA,2,48,"00022","0010",1
103,"00122","10","001","09","015","0917915","02","1",NA,2,48,"00022","0010",1
104,"00123","02","001","09","015","0917916","02","1",NA,3,36,"00023","0020",1
105,"00123","03","001","09","015","0917916","03","1",NA,3,36,"00023","0020",1
106,"00123","04","001","09","015","0917916","01","1",NA,3,36,"00023","0020",1
107,"00123","05","001","09","015","0917916","03","1",NA,3,36,"00023","0020",1
108,"00123","08","001","09","015","0917916","01","1",NA,3,36,"00023","0020",1
109,"00123","09","001","09","015","0917916","01","1",NA,3,36,"00023","0020",1
110,"00123","10","001","09","015","0917916","02","1",NA,3,36,"00023","0020",1
111,"00124","01","001","09","015","0917917","02","1",NA,2,74,"00024","0010",1
112,"00124","02","001","09","015","0917917","02","1",NA,2,74,"00024","0010",1
113,"00124","03","001","09","015","0917917","06","1",NA,2,74,"00024","0010",1
114,"00124","04","001","09","015","0917917","03","1",NA,2,74,"00024","0010",1
115,"00124","05","001","09","015","0917917","04","1",NA,2,74,"00024","0010",1
116,"00125","02","001","09","015","0917917","02","1",NA,2,88,"00025","0010",1
117,"00125","03","001","09","015","0917917","01","1",NA,2,88,"00025","0010",1
118,"00125","04","001","09","015","0917917","02","1",NA,2,88,"00025","0010",1
119,"00125","05","001","09","015","0917917","02","1",NA,2,88,"00025","0010",1
120,"00126","02","001","09","015","0917920","02","1",NA,3,110,"00026","0020",1
121,"00126","03","001","09","015","0917920","02","1",NA,3,110,"00026","0020",1
122,"00126","04","001","09","015","0917920","01","1",NA,3,110,"00026","0020",1
123,"00126","05","001","09","015","0917920","03","1",NA,3,110,"00026","0020",1
124,"00127","03","001","09","015","0917922","03","1",NA,2,100,"00027","0010",1
125,"00127","04","001","09","015","0917922","03","1",NA,2,100,"00027","0010",1
126,"00128","02","001","09","015","0917924","03","1",NA,2,37,"00028","0010",1
127,"00128","05","001","09","015","0917924","02","1",NA,2,37,"00028","0010",1
128,"00129","01","001","09","015","0917924","05","1",NA,2,104,"00029","0010",1
129,"00129","02","001","09","015","0917924","06","1",NA,2,104,"00029","0010",1
130,"00130","01","001","09","015","0917926","02","1",NA,2,113,"00030","0010",1
131,"00130","02","001","09","015","0917926","05","1",NA,2,113,"00030","0010",1
132,"00130","03","001","09","015","0917926","05","1",NA,2,113,"00030","0010",1
133,"00130","04","001","09","015","0917926","05","1",NA,2,113,"00030","0010",1
134,"00130","05","001","09","015","0917926","05","1",NA,2,113,"00030","0010",1
135,"00131","01","001","09","015","0917930","05","1",NA,2,95,"00031","0010",1
136,"00131","03","001","09","015","0917930","04","1",NA,2,95,"00031","0010",1
137,"00131","04","001","09","015","0917930","03","1",NA,2,95,"00031","0010",1
138,"00131","05","001","09","015","0917930","03","1",NA,2,95,"00031","0010",1
139,"00132","01","001","09","015","0917995","01","1",NA,3,87,"00032","0020",1
140,"00132","02","001","09","015","0917995","02","1",NA,3,87,"00032","0020",1
141,"00132","03","001","09","015","0917995","04","1",NA,3,87,"00032","0020",1
142,"00132","04","001","09","015","0917995","04","1",NA,3,87,"00032","0020",1
143,"00132","05","001","09","015","0917995","08","1",NA,3,87,"00032","0020",1
144,"00133","01","001","09","015","0918000","02","1",NA,3,64,"00033","0020",1
145,"00133","02","001","09","015","0918000","02","1",NA,3,64,"00033","0020",1
146,"00133","04","001","09","015","0918000","01","1",NA,3,64,"00033","0020",1
147,"00133","05","001","09","015","0918000","01","1",NA,3,64,"00033","0020",1
148,"00133","06","001","09","015","0918000","04","1",NA,3,64,"00033","0020",1
149,"00133","07","001","09","015","0918000","04","1",NA,3,64,"00033","0020",1
150,"00133","08","001","09","015","0918000","02","1",NA,3,64,"00033","0020",1
151,"00133","09","001","09","015","0918000","01","1",NA,3,64,"00033","0020",1
152,"00133","10","001","09","015","0918000","02","1",NA,3,64,"00033","0020",1
153,"00134","01","001","09","015","0918001","05","1",NA,2,93,"00034","0010",1
154,"00134","02","001","09","015","0918001","03","1",NA,2,93,"00034","0010",1
155,"00134","04","001","09","015","0918001","05","1",NA,2,93,"00034","0010",1
156,"00134","05","001","09","015","0918001","10","1",NA,2,93,"00034","0010",1
157,"00135","01","001","09","015","0918001","04","1",NA,2,46,"00035","0010",1
158,"00135","02","001","09","015","0918001","02","1",NA,2,46,"00035","0010",1
159,"00135","03","001","09","015","0918001","03","1",NA,2,46,"00035","0010",1
160,"00135","05","001","09","015","0918001","02","1",NA,2,46,"00035","0010",1
161,"00136","01","001","09","015","0918003","05","1",NA,2,41,"00036","0010",1
162,"00136","02","001","09","015","0918003","04","1",NA,2,41,"00036","0010",1
163,"00136","03","001","09","015","0918003","02","1",NA,2,41,"00036","0010",1
164,"00136","04","001","09","015","0918003","03","1",NA,2,41,"00036","0010",1
165,"00136","05","001","09","015","0918003","01","1",NA,2,41,"00036","0010",1
166,"00136","06","001","09","015","0918003","03","1",NA,2,41,"00036","0010",1
167,"00136","07","001","09","015","0918003","04","1",NA,2,41,"00036","0010",1
168,"00136","08","001","09","015","0918003","02","1",NA,2,41,"00036","0010",1
169,"00136","09","001","09","015","0918003","05","1",NA,2,41,"00036","0010",1
170,"00136","10","001","09","015","0918003","01","1",NA,2,41,"00036","0010",1
171,"00137","01","001","09","015","0918005","06","1",NA,3,51,"00037","0020",1
172,"00137","02","001","09","015","0918005","02","1",NA,3,51,"00037","0020",1
173,"00137","03","001","09","015","0918005","01","1",NA,3,51,"00037","0020",1
174,"00137","04","001","09","015","0918005","01","1",NA,3,51,"00037","0020",1
175,"00137","05","001","09","015","0918005","01","1",NA,3,51,"00037","0020",1
176,"00138","01","001","09","015","0918006","02","1",NA,3,59,"00038","0020",1
177,"00138","02","001","09","015","0918006","02","1",NA,3,59,"00038","0020",1
178,"00138","03","001","09","015","0918006","03","1",NA,3,59,"00038","0020",1
179,"00138","04","001","09","015","0918006","09","1",NA,3,59,"00038","0020",1
180,"00138","05","001","09","015","0918006","09","2","04",3,59,"00038","0020",1
181,"00139","03","001","09","015","0918009","02","1",NA,3,115,"00039","0020",1
182,"00139","04","001","09","015","0918009","01","1",NA,3,115,"00039","0020",1
183,"00139","05","001","09","015","0918009","04","1",NA,3,115,"00039","0020",1
184,"00140","01","001","09","015","0918014","03","1",NA,3,103,"00040","0020",1
185,"00140","02","001","09","015","0918014","04","1",NA,3,103,"00040","0020",1
186,"00140","03","001","09","015","0918014","03","1",NA,3,103,"00040","0020",1
187,"00140","04","001","09","015","0918014","05","1",NA,3,103,"00040","0020",1
188,"00140","05","001","09","015","0918014","03","1",NA,3,103,"00040","0020",1
189,"00141","01","001","09","015","0918015","02","1",NA,2,124,"00041","0010",1
190,"00141","02","001","09","015","0918015","03","1",NA,2,124,"00041","0010",1
191,"00141","03","001","09","015","0918015","02","1",NA,2,124,"00041","0010",1
192,"00141","04","001","09","015","0918015","03","1",NA,2,124,"00041","0010",1
193,"00141","05","001","09","015","0918015","03","1",NA,2,124,"00041","0010",1
194,"00142","01","001","09","015","0918016","04","1",NA,3,118,"00042","0020",1
195,"00142","02","001","09","015","0918016","02","1",NA,3,118,"00042","0020",1
196,"00142","03","001","09","015","0918016","01","1",NA,3,118,"00042","0020",1
197,"00142","04","001","09","015","0918016","03","1",NA,3,118,"00042","0020",1
198,"00142","05","001","09","015","0918016","01","1",NA,3,118,"00042","0020",1
199,"00143","01","001","09","015","0918016","04","2","02",3,120,"00043","0020",1
200,"00143","02","001","09","015","0918016","02","2","02",3,120,"00043","0020",1
201,"00143","03","001","09","015","0918016","02","2","02",3,120,"00043","0020",1
202,"00143","05","001","09","015","0918016","02","1",NA,3,120,"00043","0020",1
203,"00144","01","001","09","015","0918018","04","1",NA,3,114,"00044","0020",1
204,"00144","02","001","09","015","0918018","04","1",NA,3,114,"00044","0020",1
205,"00144","04","001","09","015","0918018","01","1",NA,3,114,"00044","0020",1
206,"00144","05","001","09","015","0918018","02","1",NA,3,114,"00044","0020",1
207,"00145","01","001","09","015","0918019","01","1",NA,3,64,"00045","0020",1
208,"00145","03","001","09","015","0918019","07","1",NA,3,64,"00045","0020",1
209,"00145","04","001","09","015","0918019","04","1",NA,3,64,"00045","0020",1
210,"00145","05","001","09","015","0918019","05","1",NA,3,64,"00045","0020",1
211,"00145","06","001","09","015","0918019","01","1",NA,3,64,"00045","0020",1
212,"00145","07","001","09","015","0918019","04","1",NA,3,64,"00045","0020",1
213,"00145","08","001","09","015","0918019","06","1",NA,3,64,"00045","0020",1
214,"00145","09","001","09","015","0918019","02","1",NA,3,64,"00045","0020",1
215,"00146","01","001","09","015","0918020","01","1",NA,2,116,"00046","0010",1
216,"00146","02","001","09","015","0918020","01","1",NA,2,116,"00046","0010",1
217,"00146","03","001","09","015","0918020","03","1",NA,2,116,"00046","0010",1
218,"00146","04","001","09","015","0918020","01","1",NA,2,116,"00046","0010",1
219,"00146","05","001","09","015","0918020","05","1",NA,2,116,"00046","0010",1
220,"00147","01","001","09","015","0918021","02","1",NA,2,116,"00047","0010",1
221,"00147","02","001","09","015","0918021","02","1",NA,2,116,"00047","0010",1
222,"00147","03","001","09","015","0918021","01","1",NA,2,116,"00047","0010",1
223,"00147","04","001","09","015","0918021","02","1",NA,2,116,"00047","0010",1
224,"00147","05","001","09","015","0918021","02","1",NA,2,116,"00047","0010",1
225,"00148","01","001","09","015","0918022","04","1",NA,3,58,"00048","0020",1
226,"00148","02","001","09","015","0918022","01","1",NA,3,58,"00048","0020",1
227,"00148","03","001","09","015","0918022","03","1",NA,3,58,"00048","0020",1
228,"00148","05","001","09","015","0918022","02","1",NA,3,58,"00048","0020",1
229,"00148","06","001","09","015","0918022","02","1",NA,3,58,"00048","0020",1
230,"00148","07","001","09","015","0918022","02","1",NA,3,58,"00048","0020",1
231,"00148","08","001","09","015","0918022","02","1",NA,3,58,"00048","0020",1
232,"00148","09","001","09","015","0918022","02","1",NA,3,58,"00048","0020",1
233,"00149","01","001","09","015","0918026","02","1",NA,2,64,"00049","0010",1
234,"00149","04","001","09","015","0918026","03","1",NA,2,64,"00049","0010",1
235,"00150","01","001","09","015","0918027","02","1",NA,3,109,"00050","0020",1
236,"00150","02","001","09","015","0918027","04","1",NA,3,109,"00050","0020",1
237,"00150","03","001","09","015","0918027","03","1",NA,3,109,"00050","0020",1
238,"00150","04","001","09","015","0918027","02","1",NA,3,109,"00050","0020",1
239,"00150","05","001","09","015","0918027","01","1",NA,3,109,"00050","0020",1
240,"00151","01","001","09","015","0918028","05","1",NA,2,124,"00051","0010",1
241,"00151","02","001","09","015","0918028","06","1",NA,2,124,"00051","0010",1
242,"00151","03","001","09","015","0918028","04","1",NA,2,124,"00051","0010",1
243,"00151","04","001","09","015","0918028","03","1",NA,2,124,"00051","0010",1
244,"00152","01","001","09","015","0918029","01","1",NA,2,103,"00052","0010",1
245,"00152","02","001","09","015","0918029","04","1",NA,2,103,"00052","0010",1
246,"00152","03","001","09","015","0918029","02","1",NA,2,103,"00052","0010",1
247,"00152","04","001","09","015","0918029","01","1",NA,2,103,"00052","0010",1
248,"00152","05","001","09","015","0918029","02","1",NA,2,103,"00052","0010",1
249,"00153","01","001","09","015","0918030","03","1",NA,3,62,"00053","0020",1
250,"00153","02","001","09","015","0918030","04","1",NA,3,62,"00053","0020",1
251,"00153","03","001","09","015","0918030","05","1",NA,3,62,"00053","0020",1
252,"00153","04","001","09","015","0918030","01","1",NA,3,62,"00053","0020",1
253,"00153","05","001","09","015","0918030","04","1",NA,3,62,"00053","0020",1
254,"00154","02","001","09","015","0918030","05","1",NA,3,71,"00054","0020",1
255,"00154","03","001","09","015","0918030","03","1",NA,3,71,"00054","0020",1
256,"00154","05","001","09","015","0918030","03","1",NA,3,71,"00054","0020",1
257,"00155","01","001","09","015","0918031","01","1",NA,2,111,"00055","0010",1
258,"00155","03","001","09","015","0918031","02","1",NA,2,111,"00055","0010",1
259,"00155","04","001","09","015","0918031","04","1",NA,2,111,"00055","0010",1
260,"00156","01","001","09","015","0918031","02","1",NA,2,149,"00056","0010",1
261,"00156","02","001","09","015","0918031","06","1",NA,2,149,"00056","0010",1
262,"00156","03","001","09","015","0918031","04","1",NA,2,149,"00056","0010",1
263,"00156","04","001","09","015","0918031","03","1",NA,2,149,"00056","0010",1
264,"00156","05","001","09","015","0918031","04","1",NA,2,149,"00056","0010",1
265,"00157","01","001","09","015","0918035","02","1",NA,2,84,"00057","0010",1
266,"00157","02","001","09","015","0918035","04","1",NA,2,84,"00057","0010",1
267,"00157","03","001","09","015","0918035","02","1",NA,2,84,"00057","0010",1
268,"00157","04","001","09","015","0918035","03","1",NA,2,84,"00057","0010",1
269,"00157","05","001","09","015","0918035","08","1",NA,2,84,"00057","0010",1
270,"00158","01","001","09","015","0918076","01","1",NA,3,66,"00058","0020",1
271,"00158","02","001","09","015","0918076","02","1",NA,3,66,"00058","0020",1
272,"00158","03","001","09","015","0918076","02","1",NA,3,66,"00058","0020",1
273,"00158","04","001","09","015","0918076","02","1",NA,3,66,"00058","0020",1
274,"00159","01","001","09","015","0918077","05","1",NA,3,120,"00059","0020",1
275,"00159","02","001","09","015","0918077","02","1",NA,3,120,"00059","0020",1
276,"00159","04","001","09","015","0918077","01","1",NA,3,120,"00059","0020",1
277,"00159","05","001","09","015","0918077","02","1",NA,3,120,"00059","0020",1
278,"00160","01","001","09","015","0918079","05","1",NA,3,71,"00060","0020",1
279,"00160","02","001","09","015","0918079","01","1",NA,3,71,"00060","0020",1
280,"00160","03","001","09","015","0918079","01","1",NA,3,71,"00060","0020",1
281,"00160","04","001","09","015","0918079","02","1",NA,3,71,"00060","0020",1
282,"00160","05","001","09","015","0918079","03","1",NA,3,71,"00060","0020",1
283,"00160","06","001","09","015","0918079","02","1",NA,3,71,"00060","0020",1
284,"00160","07","001","09","015","0918079","03","1",NA,3,71,"00060","0020",1
285,"00160","09","001","09","015","0918079","04","1",NA,3,71,"00060","0020",1
286,"00160","10","001","09","015","0918079","03","1",NA,3,71,"00060","0020",1
287,"00161","01","001","09","015","0918082","07","1",NA,2,47,"00061","0010",1
288,"00161","02","001","09","015","0918082","01","1",NA,2,47,"00061","0010",1
289,"00161","03","001","09","015","0918082","02","1",NA,2,47,"00061","0010",1
290,"00161","05","001","09","015","0918082","05","1",NA,2,47,"00061","0010",1
291,"00161","06","001","09","015","0918082","03","1",NA,2,47,"00061","0010",1
292,"00161","07","001","09","015","0918082","05","1",NA,2,47,"00061","0010",1
293,"00162","01","001","09","015","0918083","01","1",NA,2,80,"00062","0010",1
294,"00162","02","001","09","015","0918083","01","1",NA,2,80,"00062","0010",1
295,"00162","03","001","09","015","0918083","04","1",NA,2,80,"00062","0010",1
296,"00162","04","001","09","015","0918083","05","1",NA,2,80,"00062","0010",1
297,"00163","01","001","09","015","0918083","05","1",NA,2,30,"00063","0010",1
298,"00163","03","001","09","015","0918083","05","1",NA,2,30,"00063","0010",1
299,"00163","04","001","09","015","0918083","05","1",NA,2,30,"00063","0010",1
300,"00163","05","001","09","015","0918083","03","1",NA,2,30,"00063","0010",1
301,"00163","06","001","09","015","0918083","01","1",NA,2,30,"00063","0010",1
302,"00163","09","001","09","015","0918083","02","1",NA,2,30,"00063","0010",1
303,"00163","10","001","09","015","0918083","03","1",NA,2,30,"00063","0010",1
304,"00164","01","001","09","015","0918085","01","1",NA,2,104,"00064","0010",1
305,"00164","02","001","09","015","0918085","04","1",NA,2,104,"00064","0010",1
306,"00164","03","001","09","015","0918085","06","1",NA,2,104,"00064","0010",1
307,"00164","04","001","09","015","0918085","03","1",NA,2,104,"00064","0010",1
308,"00164","05","001","09","015","0918085","04","1",NA,2,104,"00064","0010",1
309,"00201","02","002","09","015","0917337","03","1",NA,2,99,"00065","0030",1
310,"00201","03","002","09","015","0917337","02","1",NA,2,99,"00065","0030",1
311,"00201","05","002","09","015","0917337","06","1",NA,2,99,"00065","0030",1
312,"00201","06","002","09","015","0917337","05","1",NA,2,99,"00065","0030",1
313,"00201","07","002","09","015","0917337","04","1",NA,2,99,"00065","0030",1
314,"00201","08","002","09","015","0917337","02","1",NA,2,99,"00065","0030",1
315,"00201","09","002","09","015","0917337","05","1",NA,2,99,"00065","0030",1
316,"00201","10","002","09","015","0917337","04","1",NA,2,99,"00065","0030",1
317,"00202","01","002","09","015","0917343","01","1",NA,4,52,"00066","0050",1
318,"00202","02","002","09","015","0917343","04","1",NA,4,52,"00066","0050",1
319,"00202","03","002","09","015","0917343","03","1",NA,4,52,"00066","0050",1
320,"00202","05","002","09","015","0917343","04","1",NA,4,52,"00066","0050",1
321,"00203","01","002","09","015","0917344","03","1",NA,3,151,"00067","0040",1
322,"00203","02","002","09","015","0917344","03","2","02",3,151,"00067","0040",1
323,"00203","03","002","09","015","0917344","02","1",NA,3,151,"00067","0040",1
324,"00203","04","002","09","015","0917344","05","1",NA,3,151,"00067","0040",1
325,"00203","05","002","09","015","0917344","01","1",NA,3,151,"00067","0040",1
326,"00204","01","002","09","015","0917348","02","1",NA,3,223,"00068","0040",1
327,"00204","04","002","09","015","0917348","10","1",NA,3,223,"00068","0040",1
328,"00204","05","002","09","015","0917348","03","1",NA,3,223,"00068","0040",1
329,"00205","02","002","09","015","0917350","03","1",NA,3,193,"00069","0040",1
330,"00205","03","002","09","015","0917350","03","1",NA,3,193,"00069","0040",1
331,"00205","04","002","09","015","0917350","07","1",NA,3,193,"00069","0040",1
332,"00205","05","002","09","015","0917350","02","1",NA,3,193,"00069","0040",1
333,"00206","01","002","09","015","0917353","10","2","03",3,192,"00070","0040",1
334,"00206","02","002","09","015","0917353","05","1",NA,3,192,"00070","0040",1
335,"00206","04","002","09","015","0917353","02","1",NA,3,192,"00070","0040",1
336,"00206","05","002","09","015","0917353","02","1",NA,3,192,"00070","0040",1
337,"00207","01","002","09","015","0917353","04","1",NA,3,109,"00071","0040",1
338,"00207","02","002","09","015","0917353","04","1",NA,3,109,"00071","0040",1
339,"00207","03","002","09","015","0917353","01","1",NA,3,109,"00071","0040",1
340,"00207","04","002","09","015","0917353","06","1",NA,3,109,"00071","0040",1
341,"00207","05","002","09","015","0917353","08","1",NA,3,109,"00071","0040",1
342,"00207","07","002","09","015","0917353","01","1",NA,3,109,"00071","0040",1
343,"00207","08","002","09","015","0917353","02","1",NA,3,109,"00071","0040",1
344,"00207","09","002","09","015","0917353","04","1",NA,3,109,"00071","0040",1
345,"00207","10","002","09","015","0917353","03","1",NA,3,109,"00071","0040",1
346,"00208","01","002","09","015","0917461","01","1",NA,4,193,"00072","0050",1
347,"00208","02","002","09","015","0917461","05","1",NA,4,193,"00072","0050",1
348,"00208","03","002","09","015","0917461","01","1",NA,4,193,"00072","0050",1
349,"00208","04","002","09","015","0917461","02","1",NA,4,193,"00072","0050",1
350,"00209","02","002","09","015","0917467","04","1",NA,3,138,"00073","0040",1
351,"00209","03","002","09","015","0917467","01","1",NA,3,138,"00073","0040",1
352,"00209","04","002","09","015","0917467","03","1",NA,3,138,"00073","0040",1
353,"00209","05","002","09","015","0917467","01","1",NA,3,138,"00073","0040",1
354,"00209","06","002","09","015","0917467","03","1",NA,3,138,"00073","0040",1
355,"00209","07","002","09","015","0917467","01","1",NA,3,138,"00073","0040",1
356,"00209","08","002","09","015","0917467","05","1",NA,3,138,"00073","0040",1
357,"00210","01","002","09","015","0917470","03","1",NA,3,158,"00074","0040",1
358,"00210","05","002","09","015","0917470","05","1",NA,3,158,"00074","0040",1
359,"00211","01","002","09","015","0917474","02","1",NA,3,230,"00075","0040",1
360,"00211","03","002","09","015","0917474","05","1",NA,3,230,"00075","0040",1
361,"00211","04","002","09","015","0917474","05","1",NA,3,230,"00075","0040",1
362,"00212","01","002","09","015","0917478","03","1",NA,3,224,"00076","0040",1
363,"00212","02","002","09","015","0917478","01","1",NA,3,224,"00076","0040",1
364,"00212","03","002","09","015","0917478","04","1",NA,3,224,"00076","0040",1
365,"00212","04","002","09","015","0917478","04","1",NA,3,224,"00076","0040",1
366,"00212","05","002","09","015","0917478","02","1",NA,3,224,"00076","0040",1
